Sentiment,Label
Ingatan mo a modyul na adi.,positive
Diri pagsuratan saka likayan na magasi o marapak a mga pahina.,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti.,positive
"Sige, punan ta na!",positive
"Maray na alduw mga igin, nguwan matuturan ninyo kin paunu a tamang paagi sa pagsurat ka turutugbung kabitkabit na mga letra na kanatung ginagamit.",positive
Ready na kamo!,positive
Sa modyul na adi maipapabayad ninyo kin paunu kamu magsurat sa turutugbung kabitkabit na letra.,positive
Agku tamang giya paagi tanganing makasurat sa tultul.,positive
Write upper and lower case letters using cursive strokes .,neutral
excited pagmati na di maipaliwanag na kamumuy an.,positive
sinorpresa bagay na di inaasahan na itau.,positive
mikrobyong nakakaumaliw.,negative
pandemya nagluluyap na malalang ilang malikayan maibitaran Bistu mo raw a mga letrang adi Bistuwun saka basawun a lambang usad,negative
Natapos mo na su Pre Test.,positive
Isiyun ta a tamang simbag gamit a key to correction sa pahina,neutral
"Namumuya iya ta kawasang arani na a kanyang Bertdey, ka umaabut na Miyerkules.",positive
nagsimba su pamilya nira Mica.,positive
Nagpangadyi saka nagpasalamat si Mica sa Mahal na Diyos na tinawan sirang pamilya sa maray na buway dawa ngani agku pandemya sa kandang lugar.,positive
Kaalduw an excited si Mica.,positive
Pagmata niya.,neutral
"Sinorpresa iya ni mama saka papa niya, ta rinigaluhan iya sa paborito niyang ngayamnan Munyikang kaparyo niya kalangkaw.",positive
Puun kadtu diri na muna si Mica nakingayamun sa mga kaiginan sadtu pagabayan nira ta kontento na iya ku kanyang munyika saka pigmamantinir nira a kalinigan sa kapalibutan para makalikay ka nagluluyap na pandemya.,negative
Sari nag iyan su pamilya nira Mica ku alduwna Domingo .,neutral
Taunu ta mamuya si Mica .,neutral
Uno su regalo ni mama saka papa niya .,neutral
Uno su nararanasan nirang problema nguwan na mga panahon .,neutral
Uno a mga dapat gibuwun tanganing malikayan ta a nakakaumaliw na ilang,neutral
Direksyon Talaun a dakulu saka sadit na mga letra.,neutral
Kumusta a unang pagsasanay o Bayadun a simbag sa Key to Correction sa pahina Unu nasimbagan mo sa tama su pagsasanay,neutral
"Pwede mo nang gibuwun a Pagsasanay Kin ababa sa , balikan mo su mga aytem na sala a Simbag saka adalan utru, pagkatapos, magpadagus na sa pagsasanay .",neutral
Panuto Isurat a dakulu saka sadit na mga letra sa notbuk.,neutral
Mala mong tibay!,positive
Natapos mo a Pagsasanay .,positive
"Saring parte ka nadipisilan Pagsasanay Pagsasanay Dawa arug kan, ipinaguurgulyu ko ka!",positive
Panuto Arugun isurat a mga saritaun sa notbuk.,neutral
Bilib na talaga ko kanimo!Nasimbagan mo ngamin na pagsasanay.,positive
Tsekan mo a simbag gamit a Key to Correction sa pahina .,neutral
Uno namatian mo matapos mong maisiyan a result ku pagpupursige mo sa lambang pagsasanay Panuto Isurat sa turutugbung a kaninyong ngaran.,neutral
Madali mo nang matapos adi aralin.,positive
Itsek a simbag mo gamit a key to correction sa pahina Pirang bituun kaya a maririsibi mo Baydun sa ibaba.,neutral
Nagibu ngamin diri nagibu diri nagibu pataas diri nagibu Panuto Basawun saka isurat sa turutugbung a mga saritaun sa notbuk .,neutral
Unung importanteng karanasan a maiuugnay sa nabasang istorya,neutral
Makatatabang kaya adi sa pagadal mo,positive
Markahan a lebel ka pagkaintindi mo,neutral
Sadi bahaging adi matuturan ninyo mga igin kin paunu a tamang pagsurat katurutugbung na mga letra.,positive
Sa wakas naka abut naka sa katapusan ka aralin.,positive
Namumuya ko ta natapos mo su mga pagsasanay.,positive
Mala mong tibay igin!,positive
Maray na aldow mga igin!,positive
Isi kong magustuwan mo a kanatong pigadalan!,positive
"Sa mga gigibuwon mo, mamumuya ikang maturan a multisilabikong sarita, pati mga saritang agko consonant blend, clusters ag digraphs.",positive
Aadalan ta man sadi a manungod sa compound words o Tambalang Salita.,neutral
Multisyllabic word maabang sarita na agku man dakol na pantig.,neutral
Consonant Blend a baoy sa magkasunod na katinig sa usad na pantig.,neutral
Pangungusap binubuo sa mga grupo ka mga saritaun na nagpapabayad sa usad na ideya.,neutral
Compound Words o Tambalang Salita a baoy sa darwang saritaon na pinagiba na agko ibang kahulugan.,neutral
Basawon mo!,neutral
lakadbulan anapbuway kamotengnanap tumbangpreso kamotengkawoy madrikakaw .,neutral
"Butangan sa tsek sa kaabay ka bilang kin a sarita agko dakol na pantig, ekis man kun agku gatikot na pantig",neutral
Iugnay a ritratu sa ngaran kadi na agku consonant blend.,neutral
Isurat a letra ka tamang simbag sa linya bago a bilang,neutral
Bilugan a compound words o tambalang salita na ginamit sa pangungusap,neutral
Unong importanteng leksyon a naturan mo Makatatabang kaya adi sa pagadal mo Markawan a lebel ka pagkaintindi mo,neutral
Natapos mo na su mga Pagsasanay.,positive
Isiyun ta kin saring lebel ika kaiba.,neutral
A istorya parte na ka buway ka lambang tawo.,neutral
Nagtatao adi sa detalye ka mga bagay bagay na nangyayari kanato na pwedeng mapagkuan sa leksyon o aral ka ibang tawong nakakabasa.,positive
Dakulong tabang a magbasa sa istorya ta nagpapalawak adi ka kanatong imahinasyon saka pagkaintindi ka binabasa.,positive
"Lalo na, nagsiserbe ading giya o aral sa buway ka lambang tao nganing magkaagko aplikasyon ka pang aro aldow na pagbuway.",positive
Direksiyon Basawon a istorya.,neutral
"Pauno Makaiwas sa Nay, uno po a unga ni Liza.",neutral
"A usad na virus na pwede tang makuko kin dire kita miglikay, simbag ni Nanay.",neutral
Uno ko pwedeng gibuwon tanganing dire ako maumaliwan unga pa ni Liza.,neutral
"A dapat tang gibuwon, kin kita migluwas magsupong sa mask.",neutral
"Pagabot sa baloy, magugas sa kamot saka magbutang sa alcohol.",neutral
paliwanag ni Nanay.,neutral
Dire pwedeng magparaluwas a igin na paryo mo,negative
Pauno kita makaiiwas sa virus .,neutral
"Bilang usad na igin, pauno ka makaiiwas sa virus .",neutral
Idrowing mo a dapat gibuwon tanganing makaiwas ika sa Virus na .,neutral
A istorya binubuo sa mga pangyayari base sa pagkakasunodsunod.,neutral
Matibay na parakanta si Rico sa kandang eskwe lan,positive
Diri kita makakaabot tulos ta mga agingpagong kamo,negative
Mamuyang nangangayamon a mga igin sa tumbangpreso,positive
Natumba su kawoy na madrikakaw sadtu atup namo,negative
Nagtatanom sa paroy a anapbuway ni Tatay.,neutral
Uno a baoy ka nakauumaliw na virus .,neutral
Pwede tang maidrowing a pangyayari sa istorya.,neutral
Dapat sana na Basawon sa usay a istorya.,neutral
Intindiyon a mga detalye ka istorya.,neutral
Isiyon a pagkakasunod sunod ka istorya.,neutral
Gibuwon Para sa Ipabasa ka igin a istorya.,neutral
Gabayan ini habang nagbabasa.,neutral
Direksiyon Basawun a istorya.,neutral
Gibuwon a ipinapagibo kanimo.,neutral
Muyang sabi ni Nina.,positive
Dakul a pagkaon sa lamesa.,positive
Dakol man a regalo sa irarom ka Krismas Tri.,positive
"Nay, gusto ko nang buksan a regalo ko, sabi ni Mina.",positive
"Nganod na ta migsimba ngona kita, simbag ni Nanay niya.",neutral
Pilion sa mga ritrato kin ari a nagpapayad sa usad na pangyayari sa istorya.,neutral
Gibuwon Direksiyon Basawun a isturya.,neutral
Isiyun pagkaksunodsunod saka gibuwon a ipinapagigibo kanimo.,neutral
Rosas Nagkuko sa burak sadto garden si Mina.,neutral
Tulung pulang rosas su kinuko niya.,neutral
Nagsurat iya sa mensahe sa malinig na papel Itinau adi niya ki Nanay.,neutral
Namuya si Nanay niya.,positive
Ari sa mga pangyayari sa isturya a nagustuwan mo.,neutral
Idrowing mo sa papel.,neutral
Sumurat sa pangungusap tungkol ka drowing.,neutral
Itsek a output ka mga igin sa paagi ka rubrics Malinaw na naipaayag sa paagi ka drowing a detalye saka pangyayari,neutral
Naipaayag sa paagi ka drowing a detalye o pangyayari sa istoryang binasa,positive
malinaw a detalye.,positive
Diri naipaayag sa paagi ka drowing a detalye o pangyayari sa istorya.,negative
Uno mo naturan sa leksyon ta Naturan ko sa leksyon ta ngowan na,neutral
"Para sa mga Kagigin o Tagagabay Tanganing lalong maging kapakipakinabang a modyul na adi sa kanatong mga igin, siguruwun na makapagtau sa oryentasyon sa mga eskwela, kagigin, o isay pa man na miyembro ka pamilya kung paunu gagamitun saka ingatan a modyul na adi.",positive
"Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa Panimulang Pagsubok, mga pagsasanay saka Panapos na Pagsubok.",positive
"Kin tapos nang simbagan a modyul na adi, iparumrum sa mga eskwela na ibalik tulus sa maestro o maestra para sa kaukulang tunguhin.",positive
Para sa eskwela Ginibu a modyul na adi para kanimo.,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi.,neutral
Magayat sa tabang ka kanimong kagigin kung kinakaipuwan.,neutral
"Isi ko, kayangkaya mo di.",positive
Sigurado kong makatutuud saka mamumuya ka.,positive
Ingatan mo a modyul na adi.,positive
Diri pagsuratan saka likayan na magasi o marapak a mga pahina.,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti .,neutral
"Sige, punan ta na!",neutral
Maray na alduw igin!,positive
Kumusta ka Salamat ta nasa maray ikang kamutangan.,positive
Nguwan na alduw siguradong makatutuudun ika ka mga pwedeng paalukutun na mga sasaritaun.,positive
Handa na ka ka kanatong bagong leksyon Mayna!,positive
Punan ta na!,neutral
Avenue raran na makawuy sa gilidgilid Santo usad na particular na tawu na mabuut saka banal.,neutral
Lieutenant usad na suldados na agku alangkaw na katungran sa gobyerno Kapitan namumuno o nagpapautub ka ordinansa sa barangay.,neutral
Piliun a simbag sa luug ka kawun.,neutral
Hulyo Gawain sa Pagkatuto Basawun Mo! .,neutral
"Si Ana nakaistar sa Sogod Street, Santo.",neutral
A kanyang mga kagigin amo sira Mister Dan Palcon saka Misis Mercy Palcon,neutral
Nagbisita iya ku kanyang doctor ku Sabado,neutral
Iya pinapabalik ka bulan na Setyembre,neutral
Kinumusta iya ni Father Aguilar ku magsimba ku Domingo,positive
Simbagun Mo! .,neutral
Sari nakaistar si Ana .,neutral
Siisay a kanyang mga kagigin .,neutral
Siisay niya binisita ku alduw na Sabado .,neutral
Kunu iya pinapabalik ku kanyang doctor .,neutral
Siisay kanya nangumusta sadtu simban .,neutral
Unuunung mga saritaun a agku linya sa lambang pangungusap Tuklasun Mo!,neutral
Unu a bauy ka mga sasaritaun na adi Pinaalukut a mga sasaritaun ngani Adi binabauy na abbreviation.,neutral
Mga pinaalukut na mga sasaritaun pero diri nababago a kaulugan.,neutral
Nagpupuun adi sa maduag na letra na ginagamitan sa bantas na tuldok,neutral
sa uryan.,neutral
Tandaan Mo!,neutral
"Abbreviation a bauy ka pagpapaalukut ka mga sasaritaun o mga pangkabit sa ngaran sa tawu bilang rugang na impormasyon manungud kanya, ngaran sa lugar, alduw o bulan.",neutral
Adi nagpupuun sa maduag na letra.,neutral
Nagtatapos sa tuldok.,neutral
Pagtugbungun sa linya a mga ngaran,neutral
Silngan a mga ritratu sa ibaba saka a kandang ngaran.,neutral
Piliun a tamang abbreviation sa luug ka kawun saka isurat adi sa blangko.,neutral
Kumplituwun a tsart sa paagi ka pagsurat sa blangko ka tamang nauudang sasaritaun o abbreviation.,neutral
Basawun ang mga grupo sa mga sasaritaun sa lambang numero.,neutral
Piliun a tamang simbag sa ibaba ka lambang pangungusap saka isurat adi sa blangko,neutral
Si Reyes usad na mabuut na doctor.,positive
Maray magbayli a kanamong maestra na si Ramos.,positive
Ipinagseselebrar a Penafrancia Fiesta pag bulan na Set.,positive
Matibay na abogado si Ponon.,positive
Nakaistar kami sa Binoyoan,neutral
Kuluran a magkapadis na saritaun saka abbreviation.,neutral
matuturan mo a manungud sa paggamit sa sasaritaun na naglaladawan.,neutral
Nagkutkut kami sa kamotengkawuy,neutral
Nagluto si Ate sa pansitbato.,neutral
Mapula a mata ni Kiko ta agku iya tagomata.,negative
Nagbakal ako sa suka sadtu paratinda.,neutral
Balikeskwela kami pag uda na pandemya.,neutral
"A mga sasaritaun na naglaladawan ginagamit sa paglaladawan laladawan sa tawu, bagay, ayup o lugar.",neutral
Ini binabauy man na panguri.,neutral
Alimbawa magayun dakulu maibug maiwas matatakutun makolor Maliwanag a sulu sa sala namo.,neutral
A sasaritaun na maliwanag naglaladawan ka sulu.,neutral
Purbaran Mo Isurat sa linya a tamang panguri nganing makompleto a pangungusap na naglaladawan ka ritrato,neutral
a bolang kaput ni Nina.,neutral
"Tandaan Mo A Panguri ginagamit sa paglaladawan sa tawu, bagay, ayup o lugar.",neutral
Magsurat sa pangungusap na naggagamit sa panguri base sa ritrato.,neutral
Nakasurat sa simpleng pangungusap na naggagamit sa panguri.,positive
Nakasurat sa pangungusap pero diri naggamit sa pang uri.,neutral
Diri nakasurat sa pangungusap.,negative
Balikan su Naturan .,positive
balikeskwela Purbaran mo .,neutral
Mga Uno Adi Ipabisto Mo!,neutral
"Ipaisi na kaipuwan na magkaagku sadiring answer sheet a lambang eskwela para sa , mga pagsasanay saka Post Test.",neutral
"Kin tapos nang simbagan a modyul na adi , iparumrum sa mga eskwela na ibalik tulus sa maestro o maestro para sa kaukulang tunguhin.",neutral
Para sa eskwela Ginibu a modyul na adi para kanimo.,neutral
Kaipuwan mong sunudun saka simbagan na solo a mga gigibuwun sa modyul na adi.,neutral
Magayat sa tabang ka kanimong kagigin kin kinakaipuwan.,neutral
"Isi ko, kayangkaya mo di.",positive
Sigurado kong makatutuud saka mamumuya ka.,positive
Ingatan mo a modyul na adi.,positive
Diri pagsuratan saka likayan na magasi o marapak a mga pahina.,positive
Gumamit ika sa answer sheet o notebook sa pagsimbag ka mga aktibiti.,positive
"Sige, punan ta na!",neutral
ii Maray na alduw igin!,positive
"Kumusta ika nguwan Natapos mo na su darwang modyul, uno pagmati mo Excited naka sa bago mong matuturan nguwan Mayna!",positive
ta punan ta na.,neutral
Unu mga nabayad mo subago situn palibut ninyo Agku ka nabayad na mga tawu ayup bagay,neutral
Isurat a ngaran sa linya.,neutral
Natapos mo na su Pre Test.,positive
Mangnun ta a tamang simbag Saring lebel ika kaiba tamang tamang,neutral
"Usad na alduw, napauli si Emma galin sa iskwilan",neutral
Unu nangyari Emma unga ni Nanay.,neutral
Simbag nagbuburo bulagting.,neutral
Sige pangyamon niya.,neutral
Nabayad ni Emma,neutral
Sige na paingalu muna ka tapos siya ni ugbon na Baka.,neutral
laka muya mo,positive
Basawun a isturya sa ibaba ag simbagan a lambang unga.,neutral
"Usad na aldow napag mata si Kanding na laka muya, nagtatangis.",neutral
"makulug po a ngipun ko Nay, pinapauli po ako ni titser ta magpaingalu.",neutral
nganud mag iba kita sadtu klinik ni Doktor Lopez,neutral
"magyamon na kita, sabi ni baka.",neutral
Ulatun ta sana si Tatay mo galin sa bukid ta uda tawu sadi baluy ta.,neutral
Nagbatang nguna si Emma sadtu kama niya.,neutral
Simbagan a kada unga.,neutral
Siisay su igin na napauli .,neutral
Sari galin si Emma .,neutral
Si isay naabutan ni Emma sadtu baluy .,neutral
Sari sira mig iyan ni Nanay .,neutral
Siisay uulatun nira Emma,neutral
Unu importanteng karanasan a maiuugnay sa mo nabasang isturya,neutral
Makatatabang kaya adi sa paginnawa mo,neutral
Markahan a lebel ka pagkaintindi mo,neutral
Bistuwun a lambang ritrato.,neutral
"Piliun kin sari sira naiiba, kin ngaran sa tawu, bagay, ayup o lugar.",neutral
Isurat a letra ka tamang simbag,neutral
Kumusta a unang pagsasanay,neutral
Unu nasimbagan mo sa tama,neutral
Pwede mo nang gibuwun a Pagsasana,neutral
", balikan mo su mga aytem na sala a simbag saka paginawan utru , pagkatapos, magpadagus na sa pagsasanay .",neutral
"Anapun a ngaran sa tawu, bagay, ayup o lugar.",neutral
Isurat sa notbuk a simbag,neutral
namasyar sa parke .,neutral
Si kuya nag dalagan,neutral
nag inom sa gatas .,neutral
damulag su inaataman .,neutral
magayon su opisina,neutral
Mala mong tibay!,positive
Natapos mo a Pagsasanay .,positive
Saring parte ka nadipisilan,neutral
Komplituwun a sinasabi.,neutral
Piliun a nauudang sasaritaun saka isurat a simbag sa notbuk ninyo. .,neutral
"Dawa arug kan, ipinaguurgulyo ko ka!",neutral
Nag aagi si Ana,neutral
Su manok nangitlog sadtu kawun,neutral
Lang gayun ku dekorasyon sadtu plasa,neutral
Nagbakal kami sa plato sapun.,neutral
"Si ate, a pinaka mabuut kong ngud.",neutral
Bilib na talaga ko kanimo!,positive
Nasimbagan mo ngamin na pagsasanay.,positive
Tsekan mo a simbag.,neutral
Unu namatian mo matapos mong maisiyan a resulta ku pagpupursige mo sa lambang pagsasanay,neutral
Ipadagus mo a sinasabi base sa drowing,neutral
Madali mo nang matapos adi aralin.,positive
Madali mo nang matapos adi aralin.,positive
Itsek a simbag mo gamit a key to correction sa pahina,neutral
Unu kaya a nakadrowing Ika man raw a magsabi.,neutral
Isurat sa notbuk a simbag,neutral
Namumuya ko ta natapos mo su mga pagsasanay.,positive
Mala mong tibay igin!,positive
Pirang bituun kaya a mareresibe mo Baydun sa ibaba.,neutral
Sa wakas nakaabut na ka sa katapusan ka aralin.,neutral
Puti a upus,neutral
nagbubulung a doktor .,positive
magayun na kopya .,positive
Malinig na iskwilan,positive
nagdadalagan a kabayo,neutral
pwedeng galin sa matuod na pangyayari o bungangisip sana o diri nangyayari sa tunay na buway.,neutral
"A istorya agko kapinunan, lugar, mga tawuwan ag katapusan.",neutral
Tula usad na klase sa sining na binubuo sa taludtod o saknong.,neutral
Agko sukol ag tugmarima o magkatunog sa uriyan ka mga sarita.,neutral
main idea nagsasabi manungod ka istoryatula.,neutral
"Pwede ading maanapan sa unaan, bitnga o uriyan ka usad na istorya, tula o talata.",neutral
bilang usad na eskwela ika nilalauman na .,neutral
Basawon a halimbawa ka istorya.,neutral
Nagselebrar ku ikapitong birthday si Mara.,positive
